"UniqueID","Probability1"
6533,2.336595363017e-09
6534,0.10095640129491
6535,0.908821813305279
6536,0.16582001171331
6537,0.498755697482924
6538,0.786207662425219
6539,0.954359549910637
6540,0.0132727859181216
6541,0.00863874152639349
6542,0.0618156233303457
6543,0.0647770807369626
6544,0.965341102981793
6545,0.0238283431867156
6546,0.0116211612376146
6547,0.00470293786298235
6548,0.869575880688897
6549,0.826360291469502
6550,0.214332223489248
6551,0.503263210722123
6552,0.0307770728217151
6553,0.235489472342145
6554,0.0596040629097578
6555,0.76063623076568
6556,0.0509747419603117
6557,0.0026774395736561
6558,0.583168590907668
6559,0.0757443855787518
6560,0.769691455873999
6561,0.426349081643132
6562,0.0285565911648248
6563,0.0190390897157127
6564,0.0741741264275638
6565,0.00642490671650473
6566,0.162023350361518
6567,0.123358880794459
6568,0.839393183564288
6569,0.721586193741679
6570,0.067300759141857
6571,0.0668199580663648
6572,0.839369208455735
6573,0.755994397216714
6574,0.820063203823545
6575,0.0418613245818815
6576,0.674224690358644
6577,0.00390896735142908
6578,0.0587520197700257
6579,3.88509681876483e-09
6580,0.0507149194662728
6581,0.704742186324072
6582,0.00828410540506627
6583,0.007343445861638
6584,0.24108141702016
6585,2.74938057614475e-10
6586,0.228017600220645
6587,0.221398141235241
6588,0.00484861181478981
6589,3.49249393704025e-09
6590,1.19679878597323e-08
6591,0.919779289414245
6592,0.0601223055359898
6593,0.0547948842641039
6594,0.0409427621998317
6595,0.0758195330775096
6596,0.0551410713388779
6597,0.0525691007590161
6598,0.0598584506943173
6599,0.0038809859261564
6600,0.358187363847069
6601,0.0339704728238597
6602,4.04897642173306e-09
6603,0.00467768666927922
6604,3.45544514407847e-09
6605,0.175254689542064
6606,0.720498211670893
6607,2.58935391654763e-09
6608,0.853673016129358
6609,0.849127530831095
6610,3.58007035855706e-10
6611,0.0975305954650929
6612,0.162357785252492
6613,0.0531330243447313
6614,0.0273562237909009
6615,3.58810548647496e-09
6616,0.0898291155873539
6617,0.0456260178409143
6618,1.81406368390953e-09
6619,0.23154895599229
6620,5.82912397143248e-10
6621,0.116552398025262
6622,0.0483351106126067
6623,0.0287583711721312
6624,1.16489583080682e-09
6625,0.0279679420311462
6626,8.19459053064277e-10
6627,0.0494274003211804
6628,3.28388011590611e-10
6629,0.0156449739910695
6630,2.8986455932982e-09
6631,0.00545182078627411
6632,0.156838287581422
6633,0.911201743887264
6634,0.00660605193377104
6635,0.774551568525506
6636,0.323237362443924
6637,0.27000539994633
6638,0.375350076448957
6639,0.230214067500537
6640,0.283038942002883
6641,0.344216675416124
6642,0.310492844326208
6643,0.367352918883546
6644,0.359013083806999
6645,0.0016448915540089
6646,0.473042480563223
6647,0.0185432585848509
6648,0.026439397420249
6649,0.293566483907208
6650,0.75562746659262
6651,0.00237305543940323
6652,0.0120065907543778
6653,0.0101897371054806
6654,2.38095589472441e-09
6655,0.173556196133216
6656,0.0196962237046944
6657,0.00720378352328024
6658,0.21010386179252
6659,0.0309952621985506
6660,0.519510453941507
6661,0.00450383704993168
6662,0.0634989624798869
6663,2.66721993911741e-09
6664,0.446255534881754
6665,0.198671630740394
6666,0.0485797198307165
6667,0.118333385894709
6668,2.31197040616837e-10
6669,2.87443936059738e-09
6670,0.905762358658777
6671,0.904212052349569
6672,0.0297999774746041
6673,0.0405991931710991
6674,5.00876462965263e-09
6675,0.00752020832698897
6676,0.0524701688404445
6677,0.0571668792545024
6678,0.00790626780440363
6679,0.0102921413584185
6680,0.667328893198
6681,0.0652846087852139
6682,0.0389608903438385
6683,0.13659617097881
6684,0.633827186104822
6685,0.0501279993606522
6686,0.0269914136476607
6687,3.29658649897953e-09
6688,0.758611454636108
6689,0.00523646986172461
6690,0.0426965696650551
6691,0.165186901241632
6692,2.56085627504262e-08
6693,3.35604911996772e-09
6694,0.787975169169609
6695,5.12755340744534e-09
6696,3.24733287883176e-10
6697,0.688599012534144
6698,0.0492342782003825
6699,0.0913356695301988
6700,3.34987923111151e-09
6701,0.737326553229537
6702,0.0445784973602854
6703,0.0213047870706148
6704,0.065247802697564
6705,0.0380493113937966
6706,1.42927902719228e-10
6707,0.191394361672146
6708,0.0484952887235352
6709,5.78562022721272e-09
6710,0.0495304406691978
6711,0.0406778847867061
6712,0.0633551864874533
6713,1.25630340928589e-09
6714,0.0299881535286741
6715,0.0830650073927177
6716,2.89919138654066e-10
6717,7.3265270173136e-10
6718,3.30952484075263e-08
6719,0.00370482245851056
6720,0.770297315366582
6721,2.54987342879321e-09
6722,0.0432140363269419
6723,0.944415325650263
6724,0.0995800388822116
6725,0.539674535665288
6726,0.087372952845232
6727,0.00237494803107605
6728,0.892345286343892
6729,0.00419852504400968
6730,0.00212220810712606
6731,0.939944567005726
6732,0.0467146419951274
6733,0.0240160612563807
6734,0.00749171510125261
6735,0.00667625636489089
6736,0.0686014869453584
6737,0.0425561040465451
6738,0.155866223895361
6739,9.63822977009579e-13
6740,0.00335416459948348
6741,0.0272219502907911
6742,0.0152232705026651
6743,0.0712322136247284
6744,4.46962417715207e-09
6745,0.254668928817353
6746,0.031394735048305
6747,0.057394424033137
6748,0.0673106274483972
6749,0.110947726031526
6750,0.587701101845404
6751,0.00307793403471431
6752,0.425158899119639
6753,0.999731187486862
6754,0.0101806616907427
6755,0.0595340451987522
6756,0.0164651182056077
6757,0.402635413051702
6758,0.243662099623654
6759,0.00339424630493
6760,0.00791688040379763
6761,0.0597243759131163
6762,2.64624567826584e-10
6763,0.0152232705026651
6764,0.747173497117277
6765,0.0107143403665851
6766,0.0542182903844519
6767,0.0586912026550624
6768,0.0440447706629478
6769,3.45416614399462e-09
6770,0.129204977777012
6771,0.00221267997522215
6772,0.0612420591463267
6773,0.0269467907476708
6774,0.0158857872069766
6775,0.68044850296831
6776,0.0749648287218778
6777,2.9682531970205e-09
6778,0.0111823251354622
6779,0.0925765530972718
6780,0.793906962975265
